단지명,단지코드,세대수,동수,준공년월,최소전용,최대전용,용적률,매매_최저가,매매_최고가,전세_최저가,전세_최고가,월세_최저가,월세_최고가,매매_거래건수,전세_거래건수,월세_거래건수,총_거래건수,전세가율,갭,평당매매가,면적요약,매매_최저가_억원,매매_최고가_억원,전세_최저가_억원,전세_최고가_억원,월세_최저가_억원,월세_최고가_억원,갭_억원,평당매매가_억원,단지요약,구,동,수집시간,단지명_정제,기본주소,상세주소,원본주소,위도,경도,변환방법,사용된주소
"선경1,2차",154,1034,12,198312,101.66,186.36,179,450000,650000,119500,200000,80,360,56,133,64,253,26.6,330500,14633,31~56평,45억,65억,"11억 9,500만",20억,80만,360만,33억 500만,"1억 4,633만","총 1,034세대 | 12개동 | 31~56평 | 1983년 준공",강남구,개포동,2025-09-12 01:52,"선경1,2차",서울 강남구 개포동,"서울 강남구 개포동 선경1,2차","서울 강남구 개포동 선경1,2차",37.49242839838255,127.06234227247884,원본 키워드 검색,"서울 강남구 개포동 선경1,2차"
개포주공5단지,1298,940,6,198310,75.33,116.04,151,294000,430000,0,0,110,150,173,0,3,176,0.0,0,12902,23~35평,"29억 4,000만",43억,,,110만,150만,,"1억 2,902만",총 940세대 | 6개동 | 23~35평 | 1983년 준공,강남구,개포동,2025-09-12 01:52,개포주공5단지,서울 강남구 개포동,서울 강남구 개포동 개포주공5단지,서울 강남구 개포동 개포주공5단지,37.4875965283577,127.06843277851614,원본 키워드 검색,서울 강남구 개포동 개포주공5단지
한보미도맨션3차,11167,18,1,199011,220.11,220.11,189,395000,450000,150000,150000,200,200,12,5,1,18,38.0,245000,5932,67평,"39억 5,000만",45억,15억,15억,200만,200만,"24억 5,000만","5,932만",총 18세대 | 1개동 | 67평 | 1990년 준공,강남구,개포동,2025-09-12 01:52,한보미도맨션3차,서울 강남구 개포동,서울 강남구 개포동 한보미도맨션3차,서울 강남구 개포동 한보미도맨션3차,37.494569471081654,127.06180917704746,원본 키워드 검색,서울 강남구 개포동 한보미도맨션3차
쌍용개포(주상복합),16228,16,1,199503,162.94,162.94,291,0,0,0,0,0,0,0,0,0,0,0.0,0,0,49평,,,,,,,,,총 16세대 | 1개동 | 49평 | 1995년 준공,강남구,개포동,2025-09-12 01:52,쌍용개포,서울 강남구 개포동,서울 강남구 개포동 쌍용개포,서울 강남구 개포동 쌍용개포(주상복합),37.48106300313997,127.05330038062836,원본 키워드 검색,서울 강남구 개포동 쌍용개포(주상복합)
래미안블레스티지,112228,1957,23,201902,67.77,169.78,249,240000,550000,89000,280000,20,800,343,329,623,1295,37.1,151000,11707,21~51평,24억,55억,"8억 9,000만",28억,20만,800만,"15억 1,000만","1억 1,707만","총 1,957세대 | 23개동 | 21~51평 | 2019년 준공",강남구,개포동,2025-09-12 01:52,래미안블레스티지,서울 강남구 개포동,서울 강남구 개포동 래미안블레스티지,서울 강남구 개포동 래미안블레스티지,37.481287460486016,127.06397918908269,원본 키워드 검색,서울 강남구 개포동 래미안블레스티지
래미안대치팰리스,180280,1608,17,201509,88.0,183.59,258,468000,700000,164000,300000,30,880,197,143,224,564,35.0,304000,17581,27~56평,"46억 8,000만",70억,"16억 4,000만",30억,30만,880만,"30억 4,000만","1억 7,581만","총 1,608세대 | 17개동 | 27~56평 | 2015년 준공",강남구,개포동,2025-09-12 01:52,래미안대치,서울 강남구 개포동,서울 강남구 개포동 래미안대치,서울 강남구 개포동 래미안대치팰리스,37.49440021218252,127.05799820242991,원본 키워드 검색,서울 강남구 개포동 래미안대치팰리스
S-타워(주상복합),16244,19,1,199607,246.25,246.25,445,350000,350000,0,0,0,0,6,0,0,6,0.0,0,4699,74평,35억,35억,,,,,,"4,699만",총 19세대 | 1개동 | 74평 | 1996년 준공,강남구,대치동,2025-09-12 01:53,S-,서울 강남구 대치동,서울 강남구 대치동 S-,서울 강남구 대치동 S-타워(주상복합),37.50335947142979,127.06555193953994,원본 키워드 검색,서울 강남구 대치동 S-타워(주상복합)
삼환SOGOOD(주상복합),19488,37,1,200611,107.38,107.38,359,0,0,100000,100000,0,0,0,2,0,2,0.0,0,0,32평,,,10억,10억,,,,,총 37세대 | 1개동 | 32평 | 2006년 준공,강남구,대치동,2025-09-12 01:53,삼환SOGOOD,서울 강남구 대치동,서울 강남구 대치동 삼환SOGOOD,서울 강남구 대치동 삼환SOGOOD(주상복합),37.497596259074456,127.05576044081702,원본 키워드 검색,서울 강남구 대치동 삼환SOGOOD(주상복합)
세영팔레스,3304,67,1,200201,73.77,103.37,237,230000,250000,72000,150000,0,0,10,10,0,20,31.3,158000,10307,22~31평,23억,25억,"7억 2,000만",15억,,,"15억 8,000만",1억 307만,총 67세대 | 1개동 | 22~31평 | 2002년 준공,강남구,대치동,2025-09-12 01:53,세영팔레스,서울 강남구 대치동,서울 강남구 대치동 세영팔레스,서울 강남구 대치동 세영팔레스,37.500753794983574,127.06215920117494,원본 키워드 검색,서울 강남구 대치동 세영팔레스
대치풍림아이원1차,10297,57,3,200308,94.38,94.58,289,170000,185000,0,0,0,0,13,0,0,13,0.0,0,5955,29평,17억,"18억 5,000만",,,,,,"5,955만",총 57세대 | 3개동 | 29평 | 2003년 준공,강남구,대치동,2025-09-12 01:53,대치풍림아이원1차,서울 강남구 대치동,서울 강남구 대치동 대치풍림아이원1차,서울 강남구 대치동 대치풍림아이원1차,37.50153240995947,127.05456911714968,원본 키워드 검색,서울 강남구 대치동 대치풍림아이원1차
대치우정에쉐르2(주상복합),19313,18,1,200405,72.18,82.58,434,85500,89000,0,0,275,280,5,0,2,7,0.0,0,3916,22~25평,"8억 5,500만","8억 9,000만",,,275만,280만,,"3,916만",총 18세대 | 1개동 | 22~25평 | 2004년 준공,강남구,대치동,2025-09-12 01:53,대치우정에쉐르2,서울 강남구 대치동,서울 강남구 대치동 대치우정에쉐르2,서울 강남구 대치동 대치우정에쉐르2(주상복합),37.50431562706523,127.0525580319192,원본 키워드 검색,서울 강남구 대치동 대치우정에쉐르2(주상복합)
디에이치대치에델루이,177400,282,8,202508,80.11,165.07,0,400000,600000,128500,350000,40,1000,13,369,350,732,32.1,271500,16506,24~50평,40억,60억,"12억 8,500만",35억,40만,"1,000만","27억 1,500만","1억 6,506만",총 282세대 | 8개동 | 24~50평 | 2025년 준공,강남구,대치동,2025-09-12 01:53,디에이치대치에델루이,서울 강남구 대치동,서울 강남구 대치동 디에이치대치에델루이,서울 강남구 대치동 디에이치대치에델루이,37.503064734166855,127.06069654673823,원본 키워드 검색,서울 강남구 대치동 디에이치대치에델루이
대치쌍용2차,166,364,4,198311,102.47,141.71,176,440000,450000,79500,120000,100,140,12,16,6,34,18.1,360500,14195,31~43평,44억,45억,"7억 9,500만",12억,100만,140만,36억 500만,"1억 4,195만",총 364세대 | 4개동 | 31~43평 | 1983년 준공,강남구,대치동,2025-09-12 01:53,대치쌍용2차,서울 강남구 대치동,서울 강남구 대치동 대치쌍용2차,서울 강남구 대치동 대치쌍용2차,37.499473298385226,127.0704814759319,원본 키워드 검색,서울 강남구 대치동 대치쌍용2차
"한보미도맨션1,2차",105,2436,21,198311,113.31,220.92,179,420000,750000,89500,210000,25,400,170,191,131,492,21.3,330500,12253,34~67평,42억,75억,"8억 9,500만",21억,25만,400만,33억 500만,"1억 2,253만","총 2,436세대 | 21개동 | 34~67평 | 1983년 준공",강남구,대치동,2025-09-12 01:53,"한보미도맨션1,2차",서울 강남구 대치동,"서울 강남구 대치동 한보미도맨션1,2차","서울 강남구 대치동 한보미도맨션1,2차",37.4933933298452,127.067352502571,원본 키워드 검색,"서울 강남구 대치동 한보미도맨션1,2차"
한티,24735,22,2,200407,123.25,123.25,249,0,0,0,0,50,120,0,0,5,5,0.0,0,0,37평,,,,,50만,120만,,,총 22세대 | 2개동 | 37평 | 2004년 준공,강남구,대치동,2025-09-12 01:53,한티,서울 강남구 대치동,서울 강남구 대치동 한티,서울 강남구 대치동 한티,37.4962857047653,127.052909749417,원본 키워드 검색,서울 강남구 대치동 한티
대치푸르지오써밋,135597,489,9,202306,72.62,148.99,237,378000,540000,130000,300000,100,680,26,97,142,265,34.4,248000,17207,22~45평,"37억 8,000만",54억,13억,30억,100만,680만,"24억 8,000만","1억 7,207만",총 489세대 | 9개동 | 22~45평 | 2023년 준공,강남구,대치동,2025-09-12 01:53,대치푸르지오써밋,서울 강남구 대치동,서울 강남구 대치동 대치푸르지오써밋,서울 강남구 대치동 대치푸르지오써밋,37.50147842810233,127.0617311838319,원본 키워드 검색,서울 강남구 대치동 대치푸르지오써밋
"대치명문(민간임대,도시형)",179277,13,1,202203,32.91,65.13,198,0,0,0,0,0,0,0,0,0,0,0.0,0,0,10~20평,,,,,,,,,총 13세대 | 1개동 | 10~20평 | 2022년 준공,강남구,대치동,2025-09-12 01:53,대치명문,서울 강남구 대치동,서울 강남구 대치동 대치명문,"서울 강남구 대치동 대치명문(민간임대,도시형)",37.495228795077765,127.0639028758009,정제된 키워드 검색,서울 강남구 대치동 대치명문
대치풍림아이원2차,13826,33,2,200310,169.67,169.67,269,250000,265000,0,0,0,0,4,0,0,4,0.0,0,4871,51평,25억,"26억 5,000만",,,,,,"4,871만",총 33세대 | 2개동 | 51평 | 2003년 준공,강남구,대치동,2025-09-12 01:53,대치풍림아이원2차,서울 강남구 대치동,서울 강남구 대치동 대치풍림아이원2차,서울 강남구 대치동 대치풍림아이원2차,37.50130612506325,127.0548550741604,원본 키워드 검색,서울 강남구 대치동 대치풍림아이원2차
동양,14104,19,1,199901,110.57,110.57,223,0,0,90000,90000,120,160,0,3,5,8,0.0,0,0,33평,,,9억,9억,120만,160만,,,총 19세대 | 1개동 | 33평 | 1999년 준공,강남구,대치동,2025-09-12 01:53,동양,서울 강남구 대치동,서울 강남구 대치동 동양,서울 강남구 대치동 동양,37.49972768523455,127.05260457532104,원본 키워드 검색,서울 강남구 대치동 동양
더힐하우스(도시형),116437,44,4,201606,51.49,70.89,185,80000,95000,55000,59000,80,80,8,5,1,14,68.8,25000,5136,16~21평,8억,"9억 5,000만","5억 5,000만","5억 9,000만",80만,80만,"2억 5,000만","5,136만",총 44세대 | 4개동 | 16~21평 | 2016년 준공,강남구,대치동,2025-09-12 01:53,더,서울 강남구 대치동,서울 강남구 대치동 더,서울 강남구 대치동 더힐하우스(도시형),37.5009898110754,127.050967901594,정제된 키워드 검색,서울 강남구 대치동 더
대치더클래스,152278,42,1,202209,108.67,108.67,272,240000,240000,0,0,0,0,4,0,0,4,0.0,0,7301,33평,24억,24억,,,,,,"7,301만",총 42세대 | 1개동 | 33평 | 2022년 준공,강남구,대치동,2025-09-12 01:53,대치더클래스,서울 강남구 대치동,서울 강남구 대치동 대치더클래스,서울 강남구 대치동 대치더클래스,37.49727111620653,127.06098701044351,원본 키워드 검색,서울 강남구 대치동 대치더클래스
현대,973,120,1,199004,101.03,101.03,243,254500,300000,66000,75000,0,0,6,5,0,11,25.9,188500,8327,31평,"25억 4,500만",30억,"6억 6,000만","7억 5,000만",,,"18억 8,500만","8,327만",총 120세대 | 1개동 | 31평 | 1990년 준공,강남구,대치동,2025-09-12 01:53,현대,서울 강남구 대치동,서울 강남구 대치동 현대,서울 강남구 대치동 현대,37.50741674101472,127.06213758125638,원본 키워드 검색,서울 강남구 대치동 현대
동민맥스빌(B동),101378,18,1,200412,75.44,136.32,282,200000,200000,58000,60000,0,0,1,4,0,5,29.0,142000,8764,23~41평,20억,20억,"5억 8,000만",6억,,,"14억 2,000만","8,764만",총 18세대 | 1개동 | 23~41평 | 2004년 준공,강남구,대치동,2025-09-12 01:53,동민맥스빌,서울 강남구 대치동,서울 강남구 대치동 동민맥스빌,서울 강남구 대치동 동민맥스빌(B동),37.498014272442035,127.05587383824529,원본 키워드 검색,서울 강남구 대치동 동민맥스빌(B동)
대치우성1차,209,476,6,198401,102.01,133.98,179,360000,450000,70000,130000,90,350,39,71,10,120,19.4,290000,11666,31~41평,36억,45억,7억,13억,90만,350만,29억,"1억 1,666만",총 476세대 | 6개동 | 31~41평 | 1984년 준공,강남구,대치동,2025-09-12 01:53,대치우성1차,서울 강남구 대치동,서울 강남구 대치동 대치우성1차,서울 강남구 대치동 대치우성1차,37.50023454094391,127.0691386828015,원본 키워드 검색,서울 강남구 대치동 대치우성1차
현대썬앤빌테헤란(도시형),113852,49,1,201610,55.02,77.25,249,53000,80000,45000,45000,0,0,7,1,0,8,84.9,8000,3184,17~23평,"5억 3,000만",8억,"4억 5,000만","4억 5,000만",,,"8,000만","3,184만",총 49세대 | 1개동 | 17~23평 | 2016년 준공,강남구,대치동,2025-09-12 01:53,현대썬앤빌테헤란,서울 강남구 대치동,서울 강남구 대치동 현대썬앤빌테헤란,서울 강남구 대치동 현대썬앤빌테헤란(도시형),37.50438671614256,127.05474083889524,정제된 키워드 검색,서울 강남구 대치동 현대썬앤빌테헤란
"개포우성1,2차",65,1140,14,198312,101.09,214.88,179,450000,750000,109500,250000,40,900,86,225,77,388,24.3,340500,14716,31~65평,45억,75억,"10억 9,500만",25억,40만,900만,34억 500만,"1억 4,716만","총 1,140세대 | 14개동 | 31~65평 | 1983년 준공",강남구,대치동,2025-09-12 01:53,"개포우성1,2차",서울 강남구 대치동,"서울 강남구 대치동 개포우성1,2차","서울 강남구 대치동 개포우성1,2차",37.4932421505465,127.056693501258,기본 주소,서울 강남구 대치동
대치삼성1차,135,960,14,200007,85.68,139.27,261,279500,420000,87500,190000,40,520,160,188,159,507,31.3,192000,10784,26~42평,"27억 9,500만",42억,"8억 7,500만",19억,40만,520만,"19억 2,000만",1억 784만,총 960세대 | 14개동 | 26~42평 | 2000년 준공,강남구,대치동,2025-09-12 01:53,대치삼성1차,서울 강남구 대치동,서울 강남구 대치동 대치삼성1차,서울 강남구 대치동 대치삼성1차,37.496387634453626,127.0584011881355,원본 키워드 검색,서울 강남구 대치동 대치삼성1차
은마,236,4424,28,197908,101.52,115.54,204,329000,440000,50000,105000,40,320,137,303,235,675,15.2,279000,10713,31~35평,"32억 9,000만",44억,5억,"10억 5,000만",40만,320만,"27억 9,000만",1억 713만,"총 4,424세대 | 28개동 | 31~35평 | 1979년 준공",강남구,대치동,2025-09-12 01:53,은마,서울 강남구 대치동,서울 강남구 대치동 은마,서울 강남구 대치동 은마,37.49741836284779,127.06532735974666,원본 키워드 검색,서울 강남구 대치동 은마
대치현대,971,630,8,199906,88.68,143.66,341,257000,380000,69500,154000,120,360,19,29,21,69,27.0,187500,9580,27~43평,"25억 7,000만",38억,"6억 9,500만","15억 4,000만",120만,360만,"18억 7,500만","9,580만",총 630세대 | 8개동 | 27~43평 | 1999년 준공,강남구,대치동,2025-09-12 01:53,대치현대,서울 강남구 대치동,서울 강남구 대치동 대치현대,서울 강남구 대치동 대치현대,37.500826493106615,127.06097406932275,원본 키워드 검색,서울 강남구 대치동 대치현대
래미안대치하이스턴,972,354,5,201402,142.54,142.62,347,350000,400000,180000,185000,140,560,18,18,24,60,51.4,170000,8117,43평,35억,40억,18억,"18억 5,000만",140만,560만,17억,"8,117만",총 354세대 | 5개동 | 43평 | 2014년 준공,강남구,대치동,2025-09-12 01:53,래미안대치하이스턴,서울 강남구 대치동,서울 강남구 대치동 래미안대치하이스턴,서울 강남구 대치동 래미안대치하이스턴,37.5010439219419,127.06548884594692,원본 키워드 검색,서울 강남구 대치동 래미안대치하이스턴
대치타워,123312,10,1,200304,77.28,105.0,242,0,0,0,0,0,0,0,0,0,0,0.0,0,0,23~32평,,,,,,,,,총 10세대 | 1개동 | 23~32평 | 2003년 준공,강남구,대치동,2025-09-12 01:53,대치,서울 강남구 대치동,서울 강남구 대치동 대치,서울 강남구 대치동 대치타워,37.4932421505465,127.056693501258,정제된 주소,서울 강남구 대치동 대치
대치상지리츠빌카일룸,105210,15,1,201109,225.33,225.33,249,0,0,419000,420000,0,0,0,5,0,5,0.0,0,0,68평,,,"41억 9,000만",42억,,,,,총 15세대 | 1개동 | 68평 | 2011년 준공,강남구,대치동,2025-09-12 01:53,대치상지리츠빌카일룸,서울 강남구 대치동,서울 강남구 대치동 대치상지리츠빌카일룸,서울 강남구 대치동 대치상지리츠빌카일룸,37.5015667979306,127.06815714206105,원본 키워드 검색,서울 강남구 대치동 대치상지리츠빌카일룸
노빌리티빌리지,11063,14,1,199912,125.06,196.98,254,0,0,0,0,0,0,0,0,0,0,0.0,0,0,38~60평,,,,,,,,,총 14세대 | 1개동 | 38~60평 | 1999년 준공,강남구,대치동,2025-09-12 01:53,노빌리티,서울 강남구 대치동,서울 강남구 대치동 노빌리티,서울 강남구 대치동 노빌리티빌리지,37.497335346932346,127.06048270096284,원본 키워드 검색,서울 강남구 대치동 노빌리티빌리지
스카이써밋,17690,10,1,200404,121.79,131.56,299,165000,165000,0,0,100,100,3,0,2,5,0.0,0,4479,37~40평,"16억 5,000만","16억 5,000만",,,100만,100만,,"4,479만",총 10세대 | 1개동 | 37~40평 | 2004년 준공,강남구,대치동,2025-09-12 01:53,스카이써밋,서울 강남구 대치동,서울 강남구 대치동 스카이써밋,서울 강남구 대치동 스카이써밋,37.50113778196792,127.05831441457511,원본 키워드 검색,서울 강남구 대치동 스카이써밋
